"id"	"abbrev"	"name"
"cpd07629"	"Vasicinol"	"Vasicinol"
"cpd07630"	"Vasicinone"	"Vasicinone"
"cpd07631"	"Veprisinium"	"Veprisinium"
"cpd07632"	"Phyllanthin"	"Phyllanthin"
"cpd07633"	"Albine"	"Albine"
"cpd07634"	"Aloperine"	"Aloperine"
"cpd07635"	"Oxymatrine"	"Oxymatrine"
"cpd07636"	"Anagyrine"	"Anagyrine"
"cpd07637"	"Angustifoline"	"Angustifoline"
"cpd07638"	"Aphylline"	"Aphylline"
"cpd07639"	"Argentine"	"Argentine"
"cpd07640"	"Argyrolobine"	"Argyrolobine"
"cpd07641"	"Baptifoline"	"Baptifoline"
"cpd07642"	"Cadiamine"	"Cadiamine"
"cpd07643"	"Hoe 933"	"Hoe 933"
"cpd07644"	"Camoensine"	"Camoensine"
"cpd07645"	"Anacardic acid"	"Anacardic acid"
"cpd07646"	"Caulophylline"	"Caulophylline"
"cpd07647"	"p-Anisaldehyde"	"p-Anisaldehyde"
"cpd07648"	"Cinegalline"	"Cinegalline"
"cpd07649"	"Cytisine"	"Cytisine"
"cpd07650"	"5,6-Dehydrolupanine"	"5,6-Dehydrolupanine"
"cpd07651"	"Antiarol"	"Antiarol"
"cpd07652"	"Ascosalitoxin"	"Ascosalitoxin"
"cpd07653"	"Dimethamine"	"Dimethamine"
"cpd07654"	"Jamine"	"Jamine"
"cpd07655"	"Lamprolobine"	"Lamprolobine"
"cpd07656"	"Bilobol"	"Bilobol"
"cpd07657"	"Leontiformine"	"Leontiformine"
"cpd07658"	"Lupanine"	"Lupanine"
"cpd07659"	"Lupinine"	"Lupinine"
"cpd07660"	"Matrine"	"Matrine"
"cpd07661"	"Multiflorine"	"Multiflorine"
"cpd07662"	"Nuttalline"	"Nuttalline"
"cpd07663"	"(-)-Ormosanine"	"(-)-Ormosanine"
"cpd07664"	"Panamine"	"Panamine"
"cpd07665"	"Piptanthine"	"Piptanthine"
"cpd07666"	"Retamine"	"Retamine"
"cpd07667"	"Rhombifoline"	"Rhombifoline"
"cpd07668"	"Sophoramine"	"Sophoramine"
"cpd07669"	"Sparteine"	"Sparteine"
"cpd07670"	"Cannabidiolic acid"	"Cannabidiolic acid"
"cpd07671"	"(15:1)-Cardanol"	"(15:1)-Cardanol"
"cpd07672"	"Templetine"	"Templetine"
"cpd07673"	"2,6-Dimethoxyphenol"	"2,6-Dimethoxyphenol"
"cpd07674"	"Ellagic acid"	"Ellagic acid"
"cpd07675"	"Thermospine"	"Thermospine"
"cpd07676"	"Tinctorine"	"Tinctorine"
"cpd07677"	"Tsukushinamine A"	"Tsukushinamine A"
"cpd07678"	"Gentisyl alcohol"	"Gentisyl alcohol"
"cpd07679"	"Geranylhy droquinone"	"Geranylhy droquinone"
"cpd07680"	"Ginkgoic acid"	"Ginkgoic acid"
"cpd07681"	"Buxamine E"	"Buxamine E"
"cpd07682"	"alpha-Chaconine"	"alpha-Chaconine"
"cpd07683"	"Cyclobuxine"	"Cyclobuxine"
"cpd07684"	"Cyclopamine"	"Cyclopamine"
"cpd07685"	"Cycloprotobuxine C"	"Cycloprotobuxine C"
"cpd07686"	"Grevillol"	"Grevillol"
"cpd07687"	"Cyclovirobuxine C"	"Cyclovirobuxine C"
"cpd07688"	"5-(Heptadec-12-enyl)resorcinol"	"5-(Heptadec-12-enyl)resorcinol"
"cpd07689"	"Demissine"	"Demissine"
"cpd07690"	"2-Hydroxymethylbenzoic acid"	"2-Hydroxymethylbenzoic acid"
"cpd07691"	"Leiocarposide"	"Leiocarposide"
"cpd07692"	"Funtumine"	"Funtumine"
"cpd07693"	"Germine"	"Germine"
"cpd07694"	"Kashmirine"	"Kashmirine"
"cpd07695"	"Cardol"	"Cardol"
"cpd07696"	"Irehine"	"Irehine"
"cpd07697"	"Jervine"	"Jervine"
"cpd07698"	"Piperonal"	"Piperonal"
"cpd07699"	"Kurchessine"	"Kurchessine"
"cpd07700"	"Paravallarine"	"Paravallarine"
"cpd07701"	"Protoveratrine A"	"Protoveratrine A"
"cpd07702"	"Protoveratrine B"	"Protoveratrine B"
"cpd07703"	"Protoverine"	"Protoverine"
"cpd07704"	"Solacapine"	"Solacapine"
"cpd07705"	"Solamargine"	"Solamargine"
"cpd07706"	"Solanine"	"Solanine"
"cpd07707"	"Solanocapsine"	"Solanocapsine"
"cpd07708"	"Solasodine"	"Solasodine"
"cpd07709"	"Populin"	"Populin"
"cpd07710"	"Solasonine"	"Solasonine"
"cpd07711"	"Terminaline"	"Terminaline"
"cpd07712"	"Tomatidine"	"Tomatidine"
"cpd07713"	"Tomatine"	"Tomatine"
"cpd07714"	"Veracevine"	"Veracevine"
"cpd07715"	"Veratramine"	"Veratramine"
"cpd07716"	"Verticine"	"Verticine"
"cpd07717"	"Zygadenine"	"Zygadenine"
"cpd07718"	"Sesamol"	"Sesamol"
"cpd07719"	"Syringic acid"	"Syringic acid"
"cpd07720"	"Theogallin"	"Theogallin"
"cpd07721"	"Trichocarpin"	"Trichocarpin"
"cpd07722"	"3,4,3'-Tri-O-methylellagic acid"	"3,4,3'-Tri-O-methylellagic acid"
"cpd07723"	"Turgorin"	"Turgorin"
"cpd07724"	"Turricolol E"	"Turricolol E"
"cpd07725"	"Urushiol III"	"Urushiol III"
"cpd07726"	"Zinniol"	"Zinniol"
"cpd07727"	"Anatoxin a"	"Anatoxin a"
"cpd07728"	"Anisodamine"	"Anisodamine"
"cpd07729"	"Apoatropine"	"Apoatropine"
"cpd07730"	"Apohyoscine"	"Apohyoscine"
"cpd07731"	"Belladonnine"	"Belladonnine"
"cpd07732"	"Bellendine"	"Bellendine"
"cpd07733"	"Benzoylecgonine"	"Benzoylecgonine"
"cpd07734"	"Tropacocaine"	"Tropacocaine"
"cpd07735"	"Brugine"	"Brugine"
"cpd07736"	"Calystegin A3"	"Calystegin A3"
"cpd07737"	"Calystegin B2"	"Calystegin B2"
"cpd07738"	"Cinnamoylcocaine"	"Cinnamoylcocaine"
"cpd07739"	"Cochlearine"	"Cochlearine"
"cpd07740"	"Convolamine"	"Convolamine"
"cpd07741"	"Convoline"	"Convoline"
"cpd07742"	"Convolvine"	"Convolvine"
"cpd07743"	"Darlingine"	"Darlingine"
"cpd07744"	"Ecgonine"	"Ecgonine"
"cpd07745"	"Knightinol"	"Knightinol"
"cpd07746"	"Littorine"	"Littorine"
"cpd07747"	"Meteloidine"	"Meteloidine"
"cpd07748"	"Norhyoscyamine"	"Norhyoscyamine"
"cpd07749"	"Phyllalbine"	"Phyllalbine"
"cpd07750"	"Physoperuvine"	"Physoperuvine"
"cpd07751"	"Pseudopelletierine"	"Pseudopelletierine"
"cpd07752"	"Scopoline"	"Scopoline"
"cpd07753"	"Strobamine"	"Strobamine"
"cpd07754"	"Tigloidine"	"Tigloidine"
"cpd07755"	"Valeroidine"	"Valeroidine"
"cpd07756"	"Phyllanthostatin A"	"Phyllanthostatin A"
"cpd07757"	"Picropodophyllin"	"Picropodophyllin"
"cpd07758"	"Pinoresinol"	"Pinoresinol"
"cpd07759"	"Plicatic acid"	"Plicatic acid"
"cpd07760"	"Podophyllotoxin"	"Podophyllotoxin"
"cpd07761"	"Podophyllotoxone"	"Podophyllotoxone"
"cpd07762"	"Podorhizol beta-D-glucoside"	"Podorhizol beta-D-glucoside"
"cpd07763"	"Prostalidin A"	"Prostalidin A"
"cpd07764"	"Randainol"	"Randainol"
"cpd07765"	"Saucernetin"	"Saucernetin"
"cpd07766"	"Savinin"	"Savinin"
"cpd07767"	"Schisantherin A"	"Schisantherin A"
"cpd07768"	"Sesamin"	"Sesamin"
"cpd07769"	"Sesamolinol"	"Sesamolinol"
"cpd07770"	"Sesartemin"	"Sesartemin"
"cpd07771"	"Simplexoside"	"Simplexoside"
"cpd07772"	"Steganacin"	"Steganacin"
"cpd07773"	"Styraxin"	"Styraxin"
"cpd07774"	"Surinamensin"	"Surinamensin"
"cpd07775"	"(+)-Syringaresinol"	"(+)-Syringaresinol"
"cpd07776"	"Acanthoside B"	"Acanthoside B"
"cpd07777"	"Trachelogenin"	"Trachelogenin"
"cpd07778"	"(+)-Veraguensin"	"(+)-Veraguensin"
"cpd07779"	"Wuweizisu C"	"Wuweizisu C"
"cpd07780"	"Yangambin"	"Yangambin"
"cpd07781"	"Azafenidin"	"Azafenidin"
"cpd07782"	"Benomyl"	"Benomyl"
"cpd07783"	"Mecarzole"	"Mecarzole"
"cpd07784"	"2-Benzimidazolylguanidine"	"2-Benzimidazolylguanidine"
"cpd07785"	"Allophanic acid	methyl ester"	"Allophanic acid	methyl ester"
"cpd07786"	"Methyl oxalate"	"Methyl oxalate"
"cpd07787"	"2-Aminobenzimidazole"	"2-Aminobenzimidazole"
"cpd07788"	"Methyl 5-hydroxy-2-benzimidazole carbamate"	"Methyl 5-hydroxy-2-benzimidazole carbamate"
"cpd07789"	"Cinmethylin"	"Cinmethylin"
"cpd07790"	"Cabucine"	"Cabucine"
"cpd07792"	"Cloransulam-methyl"	"Cloransulam-methyl"
"cpd07793"	"Fluthiacet-methyl"	"Fluthiacet-methyl"
"cpd07794"	"Methabenzthiazuron"	"Methabenzthiazuron"
"cpd07795"	"2-Methylthiobenzothiazole"	"2-Methylthiobenzothiazole"
"cpd07796"	"Bromacil"	"Bromacil"
"cpd07797"	"Buprofezin"	"Buprofezin"
"cpd07798"	"Cycloxydim"	"Cycloxydim"
"cpd07799"	"Cyprodinil"	"Cyprodinil"
"cpd07800"	"Bispyribac acid"	"Bispyribac acid"
"cpd07801"	"2-Dimethylamino-5,6-dimethylpyrimidin-4-ol"	"2-Dimethylamino-5,6-dimethylpyrimidin-4-ol"
"cpd07802"	"PTCA"	"PTCA"
"cpd07803"	"Indeloxazine"	"Indeloxazine"
"cpd07804"	"Mepanipyrim"	"Mepanipyrim"
"cpd07805"	"Glycidol"	"Glycidol"
"cpd07806"	"Butyl acrylate"	"Butyl acrylate"
"cpd07807"	"DMPS"	"DMPS"
"cpd07808"	"NF"	"NF"
"cpd07809"	"9-OHNF"	"9-OHNF"
"cpd07810"	"Acetochlor"	"Acetochlor"
"cpd07811"	"Hexazinone"	"Hexazinone"
"cpd07812"	"Irgarol 1051"	"Irgarol 1051"
"cpd07813"	"Alachlor"	"Alachlor"
"cpd07814"	"Benalaxyl"	"Benalaxyl"
"cpd07815"	"Goltix"	"Goltix"
"cpd07816"	"Butachlor"	"Butachlor"
"cpd07817"	"Carpropamid"	"Carpropamid"
"cpd07818"	"Amidosulfuron"	"Amidosulfuron"
"cpd07819"	"DCB"	"DCB"
"cpd07820"	"DEET"	"DEET"
"cpd07821"	"DEGA"	"DEGA"
"cpd07822"	"Methyl bensulfuron"	"Methyl bensulfuron"
"cpd07823"	"DEPA"	"DEPA"
"cpd07824"	"EMTDB"	"EMTDB"
"cpd07825"	"Epicainide"	"Epicainide"
"cpd07826"	"Furalaxyl"	"Furalaxyl"
"cpd07827"	"Inabenfide"	"Inabenfide"
"cpd07828"	"Chlorimuron ethyl"	"Chlorimuron ethyl"
"cpd07829"	"Isobutylphendienamide"	"Isobutylphendienamide"
"cpd07830"	"Caffeyl aldehyde"	"Caffeyl aldehyde"
"cpd07831"	"Metsulfuron methyl"	"Metsulfuron methyl"
"cpd07832"	"Metalaxyl"	"Metalaxyl"
"cpd07833"	"Metazachlor"	"Metazachlor"
"cpd07834"	"Nicosulfuron"	"Nicosulfuron"
"cpd07835"	"Prosulfuron"	"Prosulfuron"
"cpd07836"	"ITOPA"	"ITOPA"
"cpd07837"	"Rimsulfuron"	"Rimsulfuron"
"cpd07838"	"Metolachlor"	"Metolachlor"
"cpd07839"	"Naproanilide"	"Naproanilide"
"cpd07840"	"Sulfometuron methyl"	"Sulfometuron methyl"
"cpd07841"	"Oxycarboxin"	"Oxycarboxin"
"cpd07842"	"Thifensulfuron methyl"	"Thifensulfuron methyl"
"cpd07843"	"Prinomide"	"Prinomide"
"cpd07844"	"NSK-850"	"NSK-850"
"cpd07845"	"Triforine"	"Triforine"
"cpd07846"	"Triasulfuron"	"Triasulfuron"
"cpd07847"	"Tribenuron-methyl"	"Tribenuron-methyl"
"cpd07848"	"Terbacil"	"Terbacil"
"cpd07849"	"Benoxacor"	"Benoxacor"
"cpd07850"	"Bentazone"	"Bentazone"
"cpd07851"	"Chlorpromazine N-oxide"	"Chlorpromazine N-oxide"
"cpd07852"	"Fluperlapine"	"Fluperlapine"
"cpd07853"	"Idazoxan"	"Idazoxan"
"cpd07854"	"SC-1271"	"SC-1271"
"cpd07855"	"SK&F 86466"	"SK&F 86466"
"cpd07856"	"Isoimide"	"Isoimide"
"cpd07857"	"Imide"	"Imide"
"cpd07858"	"Thiadiazolidinone"	"Thiadiazolidinone"
"cpd07859"	"4-Methylaminobutanal"	"4-Methylaminobutanal"
"cpd07860"	"Triazolidinonethione"	"Triazolidinonethione"
"cpd07861"	"1-Oxa-2-oxo-3-methylcycloheptane"	"1-Oxa-2-oxo-3-methylcycloheptane"
"cpd07862"	"Thiadiazolidinethione"	"Thiadiazolidinethione"
"cpd07863"	"Triazolidinedithione"	"Triazolidinedithione"
"cpd07864"	"Chlozolinate"	"Chlozolinate"
"cpd07865"	"Bifenthrin"	"Bifenthrin"
"cpd07866"	"Vinclozolin"	"Vinclozolin"
"cpd07867"	"Cyfluthrin"	"Cyfluthrin"
"cpd07868"	"Cyhalothrin"	"Cyhalothrin"
"cpd07869"	"Cypermethrin"	"Cypermethrin"
"cpd07870"	"Decamethrin"	"Decamethrin"
"cpd07871"	"Procymidone"	"Procymidone"
"cpd07872"	"NDPS"	"NDPS"
"cpd07873"	"Pydrin"	"Pydrin"
"cpd07874"	"Fluvalinate"	"Fluvalinate"
"cpd07875"	"S-23031"	"S-23031"
"cpd07876"	"Resmethrin"	"Resmethrin"
"cpd07877"	"Tefluthrin"	"Tefluthrin"
"cpd07878"	"S-23121"	"S-23121"
"cpd07879"	"Amdro"	"Amdro"
"cpd07880"	"Mitac"	"Mitac"
"cpd07881"	"Daminozide"	"Daminozide"
"cpd07882"	"Guazatine"	"Guazatine"
"cpd07883"	"4-Aminobiphenyl"	"4-Aminobiphenyl"
"cpd07884"	"Methylenebis(chloroaniline)"	"Methylenebis(chloroaniline)"
"cpd07885"	"DCNA"	"DCNA"
"cpd07886"	"DEA"	"DEA"
"cpd07887"	"Isofenphos"	"Isofenphos"
"cpd07888"	"2,4-DMA"	"2,4-DMA"
"cpd07889"	"2,6-DMA"	"2,6-DMA"
"cpd07890"	"Isoproturon"	"Isoproturon"
"cpd07891"	"2,4-DNT"	"2,4-DNT"
"cpd07892"	"Linuron"	"Linuron"
"cpd07893"	"2,6-DNT"	"2,6-DNT"
"cpd07894"	"Chlorbromuron"	"Chlorbromuron"
"cpd07895"	"2-Fluoroaniline"	"2-Fluoroaniline"
"cpd07896"	"Dosanex"	"Dosanex"
"cpd07897"	"Pencycuron"	"Pencycuron"
"cpd07898"	"3-Fluoroaniline"	"3-Fluoroaniline"
"cpd07899"	"4-Fluoroaniline"	"4-Fluoroaniline"
"cpd07900"	"Aldicarb"	"Aldicarb"
"cpd07901"	"Diphenylamine"	"Diphenylamine"
"cpd07902"	"BAS 490 F"	"BAS 490 F"
"cpd07903"	"Azinphos methyl"	"Azinphos methyl"
"cpd07904"	"Pendimethalin"	"Pendimethalin"
"cpd07905"	"2,4-DP"	"2,4-DP"
"cpd07906"	"Diclofop methyl"	"Diclofop methyl"
"cpd07907"	"Cremart"	"Cremart"
"cpd07908"	"O-Ethyl-O-(5-methyl-4-nitrophenyl)(1- methylpropyl)phosphoramidothioate"	"O-Ethyl-O-(5-methyl-4-nitrophenyl)(1- methylpropyl)phosphoramidothioate"
"cpd07909"	"Fenoxaprop ethyl"	"Fenoxaprop ethyl"
"cpd07910"	"Coumaphos"	"Coumaphos"
"cpd07911"	"Coumaphos anti-dimer"	"Coumaphos anti-dimer"
"cpd07912"	"Coumaphos syn-dimer"	"Coumaphos syn-dimer"
"cpd07913"	"Phosalone"	"Phosalone"
"cpd07914"	"Fluazifop butyl"	"Fluazifop butyl"
"cpd07915"	"Quinalphos"	"Quinalphos"
"cpd07916"	"Haloxyfop methyl"	"Haloxyfop methyl"
"cpd07917"	"Trichlopyr"	"Trichlopyr"
"cpd07918"	"AMPA"	"AMPA"
"cpd07919"	"MK-129"	"MK-129"
"cpd07920"	"S-53482"	"S-53482"
"cpd07921"	"Bromobenzene"	"Bromobenzene"
"cpd07922"	"Daconil"	"Daconil"
"cpd07923"	"2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate"	"2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate"
"cpd07924"	"2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate"	"2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate"
"cpd07925"	"Dichlobanil"	"Dichlobanil"
"cpd07926"	"Chlorthiamid"	"Chlorthiamid"
"cpd07927"	"Hexachlorobenzene"	"Hexachlorobenzene"
"cpd07928"	"Methoxychlor"	"Methoxychlor"
"cpd07929"	"2,2',4,4',5-Pentachlorodiphenyl ether"	"2,2',4,4',5-Pentachlorodiphenyl ether"
"cpd07930"	"Aspartame"	"Aspartame"
"cpd07931"	"3-Acetyl-1-tigloylazadirachtinin"	"3-Acetyl-1-tigloylazadirachtinin"
"cpd07932"	"Brassicanal A"	"Brassicanal A"
"cpd07933"	"24-epi-Brassinolide"	"24-epi-Brassinolide"
"cpd07934"	"25-Hydroxy-24-epi-brassinolide"	"25-Hydroxy-24-epi-brassinolide"
"cpd07935"	"26-Hydroxy-24-epi-brassinolide"	"26-Hydroxy-24-epi-brassinolide"
"cpd07936"	"7-Ethoxycoumarin"	"7-Ethoxycoumarin"
"cpd07937"	"9,10-Dihydrokadsurenone"	"9,10-Dihydrokadsurenone"
"cpd07938"	"Spinosyn A"	"Spinosyn A"
"cpd07939"	"Spinosyn B"	"Spinosyn B"
"cpd07940"	"Spinosyn D"	"Spinosyn D"
"cpd07941"	"3,4,3',4'-Tetrachlorobiphenyl"	"3,4,3',4'-Tetrachlorobiphenyl"
"cpd07942"	"1,2,3,4-TCDD"	"1,2,3,4-TCDD"
"cpd07943"	"1,3,6,8-TCDD"	"1,3,6,8-TCDD"
"cpd07945"	"Retinoyl glucuronide"	"Retinoyl glucuronide"
"cpd07946"	"4hbutcoa"	"4-Hydroxybutyryl-CoA"
"cpd07947"	"MC-338"	"MC-338"
"cpd07948"	"Preforan"	"Preforan"
"cpd07949"	"Nitrofen"	"Nitrofen"
"cpd07950"	"MC-4379"	"MC-4379"
"cpd07951"	"MC-3761"	"MC-3761"
"cpd07952"	"MC-5127"	"MC-5127"
"cpd07953"	"MC-6063"	"MC-6063"
"cpd07954"	"MC-7181"	"MC-7181"
"cpd07955"	"Matacil"	"Matacil"
"cpd07956"	"THTA"	"THTA"
"cpd07957"	"Benfuracarb"	"Benfuracarb"
"cpd07958"	"THTC"	"THTC"
"cpd07959"	"Carbetamide"	"Carbetamide"
"cpd07960"	"DTHT"	"DTHT"
"cpd07961"	"Diethofencarb"	"Diethofencarb"
"cpd07962"	"Fenoxycarb"	"Fenoxycarb"
"cpd07963"	"Pirimicarb"	"Pirimicarb"
"cpd07964"	"Cartap"	"Cartap"
"cpd07965"	"EPTC"	"EPTC"
"cpd07966"	"UTHT"	"UTHT"
"cpd07967"	"Fenothiocarb"	"Fenothiocarb"
"cpd07968"	"Fenothiocarb sulfoxide"	"Fenothiocarb sulfoxide"
"cpd07969"	"Ordram"	"Ordram"
"cpd07970"	"Orbencarb"	"Orbencarb"
"cpd07971"	"1,2-Dibromoethane"	"1,2-Dibromoethane"
"cpd07972"	"Dichloroacetylene"	"Dichloroacetylene"
"cpd07973"	"Endosulfan"	"Endosulfan"
"cpd07974"	"HCBD"	"HCBD"
"cpd07975"	"Azocyclotin"	"Azocyclotin"
"cpd07976"	"Cyhexatin"	"Cyhexatin"
"cpd07977"	"Carfentrazone-ethyl"	"Carfentrazone-ethyl"
"cpd07978"	"FMC57020"	"FMC57020"
"cpd07979"	"Croconazole"	"Croconazole"
"cpd07980"	"F5231"	"F5231"
"cpd07981"	"Fenpyroximate"	"Fenpyroximate"
"cpd07982"	"Raiser"	"Raiser"
"cpd07983"	"HMF"	"HMF"
"cpd07984"	"HOG"	"HOG"
"cpd07985"	"Hymexazol"	"Hymexazol"
"cpd07986"	"HNG"	"HNG"
"cpd07987"	"HS"	"HS"
"cpd07988"	"AAA"	"AAA"
"cpd07989"	"3-beta-D-Glucopyranuronosyloxy-5-methylisoxazole"	"3-beta-D-Glucopyranuronosyloxy-5-methylisoxazole"
"cpd07990"	"DBA"	"DBA"
"cpd07991"	"HBA"	"HBA"
"cpd07992"	"Imidacloprid"	"Imidacloprid"
"cpd07993"	"Isoprothiolane"	"Isoprothiolane"
"cpd07994"	"Isoprothiolane sulfoxide"	"Isoprothiolane sulfoxide"
"cpd07995"	"Methaphenilene"	"Methaphenilene"
"cpd07996"	"Methapyrilene"	"Methapyrilene"
"cpd07997"	"5-Methyl-2-furfural"	"5-Methyl-2-furfural"
"cpd07998"	"Methylparabanic acid"	"Methylparabanic acid"
"cpd07999"	"5-N-Methyloxaluric acid"	"5-N-Methyloxaluric acid"
"cpd08000"	"1-Methyl-2-pyrrolidinone"	"1-Methyl-2-pyrrolidinone"
"cpd08001"	"N-Nitrosothiazolidine"	"N-Nitrosothiazolidine"
"cpd08002"	"Rilmenidine"	"Rilmenidine"
"cpd08003"	"Propiconazole"	"Propiconazole"
"cpd08004"	"DTP"	"DTP"
"cpd08005"	"Pyrazolate"	"Pyrazolate"
"cpd08006"	"KWG4168"	"KWG4168"
"cpd08007"	"F6285"	"F6285"
"cpd08008"	"Tebufenpyrad"	"Tebufenpyrad"
"cpd08009"	"Triadimenol"	"Triadimenol"
"cpd08010"	"2,4,5-Tribromo-1-(4-chlorobenzoyl)imidazole"	"2,4,5-Tribromo-1-(4-chlorobenzoyl)imidazole"
"cpd08011"	"Isatin"	"Isatin"
"cpd08012"	"Dioxindole"	"Dioxindole"
"cpd08013"	"2-Methoxy-estradiol-17beta 3-glucuronide"	"2-Methoxy-estradiol-17beta 3-glucuronide"
"cpd08014"	"2-Methoxyestrone 3-glucuronide"	"2-Methoxyestrone 3-glucuronide"
"cpd08015"	"Estrone glucuronide"	"Estrone glucuronide"
"cpd08016"	"Testosterone glucuronide"	"Testosterone glucuronide"
"cpd08017"	"Androsterone glucuronide"	"Androsterone glucuronide"
"cpd08018"	"Etiocholan-3alpha-ol-17-one 3-glucuronide"	"Etiocholan-3alpha-ol-17-one 3-glucuronide"
"cpd08019"	"(+)-Atherospermoline"	"(+)-Atherospermoline"
"cpd08020"	"Dimethyl sulfone"	"Dimethyl sulfone"
"cpd08021"	"dmso"	"DMSO"
"cpd08022"	"Dimethyl ether"	"Dimethyl ether"
"cpd08023"	"mso3"	"methanesulfonate"
"cpd08024"	"Methylmercury chloride"	"Methylmercury chloride"
"cpd08025"	"Fluoromethane"	"Fluoromethane"
"cpd08026"	"TCE epoxide"	"TCE epoxide"
"cpd08027"	"Dichloroacetate"	"Dichloroacetate"
"cpd08028"	"Trichloroacetate"	"Trichloroacetate"
"cpd08029"	"Phenylmercury acetate"	"Phenylmercury acetate"
"cpd08030"	"Tetraphenylphosphonium"	"Tetraphenylphosphonium"
"cpd08031"	"VM-26"	"VM-26"
"cpd08032"	"Trimetrexate"	"Trimetrexate"
"cpd08033"	"Propyl gallate"	"Propyl gallate"
"cpd08034"	"Triadimefon"	"Triadimefon"
"cpd08035"	"Topotecan"	"Topotecan"
"cpd08036"	"Tiron"	"Tiron"
"cpd08037"	"Thiram"	"Thiram"
"cpd08038"	"Homidium bromide"	"Homidium bromide"
"cpd08039"	"5'-Methoxyhydnocarpin-D"	"5'-Methoxyhydnocarpin-D"
"cpd08040"	"INF271"	"INF271"
"cpd08041"	"CCCP"	"CCCP"
"cpd08042"	"Thiolactomycin"	"Thiolactomycin"
"cpd08043"	"SDS"	"SDS"
"cpd08044"	"Tetrabenazine"	"Tetrabenazine"
"cpd08045"	"Sulfathiazole"	"Sulfathiazole"
"cpd08046"	"Sulbenicillin"	"Sulbenicillin"
"cpd08047"	"Sodium deoxycholate"	"Sodium deoxycholate"
"cpd08048"	"Simazine"	"Simazine"
"cpd08049"	"SN-38"	"SN-38"
"cpd08050"	"1-Diphosinositol pentakisphosphate"	"1-Diphosinositol pentakisphosphate"
"cpd08051"	"S-(2,4-Dinitrophenyl)glutathione"	"S-(2,4-Dinitrophenyl)glutathione"
"cpd08052"	"Rhodamine 6G"	"Rhodamine 6G"
"cpd08053"	"Resazurin"	"Resazurin"
"cpd08054"	"Pyronine"	"Pyronine"
"cpd08055"	"Pyrimethanil"	"Pyrimethanil"
"cpd08056"	"Proflavine"	"Proflavine"
"cpd08057"	"Prochloraz"	"Prochloraz"
"cpd08058"	"PMEG"	"PMEG"
"cpd08059"	"Nuarimol"	"Nuarimol"
"cpd08060"	"Nonactin"	"Nonactin"
"cpd08061"	"Neburon"	"Neburon"
"cpd08062"	"Hoe 33342"	"Hoe 33342"
"cpd08063"	"Rhodamine 123"	"Rhodamine 123"
"cpd08064"	"cis-(Z)-Flupenthixol"	"cis-(Z)-Flupenthixol"
"cpd08065"	"Dexpropranolol"	"Dexpropranolol"
"cpd08066"	"Morfamquat"	"Morfamquat"
"cpd08067"	"Mitoxantrone"	"Mitoxantrone"
"cpd08068"	"Methomyl"	"Methomyl"
"cpd08069"	"Melittin"	"Melittin"
"cpd08070"	"HR 810"	"HR 810"
"cpd08071"	"Lenacil"	"Lenacil"
"cpd08072"	"Isometamidium chloride"	"Isometamidium chloride"
"cpd08073"	"Cefclidin"	"Cefclidin"
"cpd08074"	"SCE 2787"	"SCE 2787"
"cpd08075"	"p-Methylaminophenol sulfate"	"p-Methylaminophenol sulfate"
"cpd08076"	"Fenapanil"	"Fenapanil"
"cpd08077"	"Rovrol"	"Rovrol"
"cpd08078"	"Cefoselis"	"Cefoselis"
"cpd08079"	"NIK250"	"NIK250"
"cpd08080"	"Valspodar"	"Valspodar"
"cpd08081"	"Thiocarbohydrazide"	"Thiocarbohydrazide"
"cpd08083"	"Zwittergent 3-14"	"Zwittergent 3-14"
"cpd08084"	"p-Fluorophenylalanine"	"p-Fluorophenylalanine"
"cpd08085"	"Gramicidin S"	"Gramicidin S"
"cpd08086"	"Imazalil nitrate"	"Imazalil nitrate"
"cpd08087"	"FMLP OMe"	"FMLP OMe"
"cpd08088"	"Geldanamycin"	"Geldanamycin"
"cpd08089"	"Ferbam"	"Ferbam"
"cpd08090"	"Fenuron"	"Fenuron"
"cpd08091"	"Herbimycin"	"Herbimycin"
"cpd08092"	"Fenarimol"	"Fenarimol"
"cpd08093"	"Ethionine"	"Ethionine"
"cpd08094"	"Estramustine"	"Estramustine"
"cpd08095"	"Epoxiconazole"	"Epoxiconazole"
"cpd08096"	"Epirubicin"	"Epirubicin"
"cpd08097"	"Docetaxel"	"Docetaxel"
"cpd08098"	"Diphenylcarbazide"	"Diphenylcarbazide"
"cpd08099"	"Dimethyl phthalate"	"Dimethyl phthalate"
"cpd08100"	"Difloxacin"	"Difloxacin"
"cpd08101"	"Diclobutrazol"	"Diclobutrazol"
"cpd08102"	"Niguldipine"	"Niguldipine"
"cpd08103"	"Glucuronosylestradiol"	"Glucuronosylestradiol"
"cpd08104"	"GF 109203X"	"GF 109203X"
"cpd08105"	"MK 571"	"MK 571"
"cpd08106"	"Rufloxacin"	"Rufloxacin"
"cpd08107"	"Bacterio-chlorophyll a"	"Bacterio-chlorophyll a"
"cpd08108"	"Bacterio-chlorophyll b"	"Bacterio-chlorophyll b"
"cpd08109"	"Etoposide glucuronide"	"Etoposide glucuronide"
